imgnum;imgpath;crop;code;train_test_set;is_PV
plant_35151;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35151.jpg;Tomato;Leaf Mold;train;False
plant_35152;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35152.jpg;Tomato;Leaf Mold;train;False
plant_35153;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35153.jpg;Tomato;Leaf Mold;train;True
plant_35154;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35154.jpg;Tomato;Leaf Mold;train;True
plant_35155;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35155.jpg;Tomato;Leaf Mold;train;False
plant_35156;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35156.jpg;Tomato;Leaf Mold;train;True
plant_35157;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35157.jpg;Tomato;Leaf Mold;train;True
plant_35158;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35158.jpg;Tomato;Leaf Mold;train;True
plant_35159;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35159.jpg;Tomato;Leaf Mold;train;True
plant_35160;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35160.jpg;Tomato;Leaf Mold;train;True
plant_35161;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35161.jpg;Tomato;Leaf Mold;train;True
plant_35162;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35162.jpg;Tomato;Leaf Mold;train;True
plant_35163;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35163.jpg;Tomato;Leaf Mold;train;True
plant_35164;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35164.jpg;Tomato;Leaf Mold;train;True
plant_35165;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35165.jpg;Tomato;Leaf Mold;train;False
plant_35166;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35166.jpg;Tomato;Leaf Mold;train;True
plant_35167;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35167.jpg;Tomato;Leaf Mold;train;True
plant_35168;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35168.jpg;Tomato;Leaf Mold;train;True
plant_35169;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35169.jpg;Tomato;Leaf Mold;train;True
plant_35170;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35170.jpg;Tomato;Leaf Mold;train;True
plant_35171;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35171.jpg;Tomato;Leaf Mold;train;True
plant_35172;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35172.jpg;Tomato;Leaf Mold;train;True
plant_35173;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35173.jpg;Tomato;Leaf Mold;train;True
plant_35174;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35174.jpg;Tomato;Leaf Mold;train;True
plant_35175;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35175.jpg;Tomato;Leaf Mold;train;True
plant_35176;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35176.jpg;Tomato;Leaf Mold;train;True
plant_35177;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35177.jpg;Tomato;Leaf Mold;train;True
plant_35178;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35178.jpg;Tomato;Leaf Mold;train;True
plant_35179;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35179.jpg;Tomato;Leaf Mold;train;False
plant_35180;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35180.jpg;Tomato;Leaf Mold;train;False
plant_35181;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35181.jpg;Tomato;Leaf Mold;train;False
plant_35182;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35182.jpg;Tomato;Leaf Mold;train;True
plant_35183;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35183.jpg;Tomato;Leaf Mold;train;True
plant_35184;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35184.jpg;Tomato;Leaf Mold;train;True
plant_35185;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35185.jpg;Tomato;Leaf Mold;train;False
plant_35186;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35186.jpg;Tomato;Leaf Mold;train;True
plant_35187;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35187.jpg;Tomato;Leaf Mold;train;True
plant_35188;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35188.jpg;Tomato;Leaf Mold;train;True
plant_35189;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35189.jpg;Tomato;Leaf Mold;train;True
plant_35190;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35190.jpg;Tomato;Leaf Mold;train;True
plant_35191;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35191.jpg;Tomato;Leaf Mold;train;False
plant_35192;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35192.jpg;Tomato;Leaf Mold;train;True
plant_35193;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35193.jpg;Tomato;Leaf Mold;train;True
plant_35194;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35194.jpg;Tomato;Leaf Mold;train;True
plant_35195;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35195.jpg;Tomato;Leaf Mold;train;False
plant_35196;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35196.jpg;Tomato;Leaf Mold;train;True
plant_35197;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35197.jpg;Tomato;Leaf Mold;train;True
plant_35198;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35198.jpg;Tomato;Leaf Mold;train;False
plant_35199;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35199.jpg;Tomato;Leaf Mold;train;True
plant_35200;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35200.jpg;Tomato;Leaf Mold;train;True
plant_35201;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35201.jpg;Tomato;Leaf Mold;train;True
plant_35202;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35202.jpg;Tomato;Leaf Mold;train;True
plant_35203;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35203.jpg;Tomato;Leaf Mold;train;True
plant_35204;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35204.jpg;Tomato;Leaf Mold;train;True
plant_35205;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35205.jpg;Tomato;Leaf Mold;train;True
plant_35206;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35206.jpg;Tomato;Leaf Mold;train;True
plant_35207;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35207.jpg;Tomato;Leaf Mold;train;False
plant_35208;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35208.jpg;Tomato;Leaf Mold;train;False
plant_35209;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35209.jpg;Tomato;Leaf Mold;train;True
plant_35210;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35210.jpg;Tomato;Leaf Mold;train;False
plant_35211;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35211.jpg;Tomato;Leaf Mold;train;True
plant_35212;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35212.jpg;Tomato;Leaf Mold;train;True
plant_35213;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35213.jpg;Tomato;Leaf Mold;train;True
plant_35214;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35214.jpg;Tomato;Leaf Mold;train;True
plant_35215;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35215.jpg;Tomato;Leaf Mold;train;True
plant_35216;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35216.jpg;Tomato;Leaf Mold;train;False
plant_35217;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35217.jpg;Tomato;Leaf Mold;train;True
plant_35218;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35218.jpg;Tomato;Leaf Mold;train;True
plant_35219;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35219.jpg;Tomato;Leaf Mold;train;False
plant_35220;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35220.jpg;Tomato;Leaf Mold;train;True
plant_35221;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35221.jpg;Tomato;Leaf Mold;train;False
plant_35222;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35222.jpg;Tomato;Leaf Mold;train;True
plant_35223;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35223.jpg;Tomato;Leaf Mold;train;False
plant_35224;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35224.jpg;Tomato;Leaf Mold;train;True
plant_35225;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35225.jpg;Tomato;Leaf Mold;train;True
plant_35226;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35226.jpg;Tomato;Leaf Mold;train;True
plant_35227;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35227.jpg;Tomato;Leaf Mold;train;False
plant_35228;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35228.jpg;Tomato;Leaf Mold;train;True
plant_35229;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35229.jpg;Tomato;Leaf Mold;train;True
plant_35230;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35230.jpg;Tomato;Leaf Mold;train;True
plant_35231;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35231.jpg;Tomato;Leaf Mold;train;True
plant_35232;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35232.jpg;Tomato;Leaf Mold;train;True
plant_35233;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35233.jpg;Tomato;Leaf Mold;train;True
plant_35234;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35234.jpg;Tomato;Leaf Mold;train;True
plant_35235;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35235.jpg;Tomato;Leaf Mold;train;True
plant_35236;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35236.jpg;Tomato;Leaf Mold;train;True
plant_35237;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35237.jpg;Tomato;Leaf Mold;train;True
plant_35238;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35238.jpg;Tomato;Leaf Mold;train;True
plant_35239;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35239.jpg;Tomato;Leaf Mold;train;True
plant_35240;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35240.jpg;Tomato;Leaf Mold;train;False
plant_35241;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35241.jpg;Tomato;Leaf Mold;train;False
plant_35242;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35242.jpg;Tomato;Leaf Mold;train;False
plant_35243;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35243.jpg;Tomato;Leaf Mold;train;False
plant_35244;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35244.jpg;Tomato;Leaf Mold;train;False
plant_35245;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35245.jpg;Tomato;Leaf Mold;train;True
plant_35246;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35246.jpg;Tomato;Leaf Mold;train;True
plant_35247;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35247.jpg;Tomato;Leaf Mold;train;False
plant_35248;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35248.jpg;Tomato;Leaf Mold;train;True
plant_35249;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35249.jpg;Tomato;Leaf Mold;train;False
plant_35250;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35250.jpg;Tomato;Leaf Mold;train;True
plant_35251;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35251.jpg;Tomato;Leaf Mold;train;True
plant_35252;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35252.jpg;Tomato;Leaf Mold;train;True
plant_35253;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35253.jpg;Tomato;Leaf Mold;train;True
plant_35254;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35254.jpg;Tomato;Leaf Mold;train;False
plant_35255;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35255.jpg;Tomato;Leaf Mold;train;True
plant_35256;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35256.jpg;Tomato;Leaf Mold;train;True
plant_35257;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35257.jpg;Tomato;Leaf Mold;train;True
plant_35258;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35258.jpg;Tomato;Leaf Mold;train;True
plant_35259;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35259.jpg;Tomato;Leaf Mold;train;True
plant_35260;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35260.jpg;Tomato;Leaf Mold;train;True
plant_35261;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35261.jpg;Tomato;Leaf Mold;train;True
plant_35262;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35262.jpg;Tomato;Leaf Mold;train;True
plant_35263;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35263.jpg;Tomato;Leaf Mold;train;False
plant_35264;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35264.jpg;Tomato;Leaf Mold;train;True
plant_35265;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35265.jpg;Tomato;Leaf Mold;train;True
plant_35266;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35266.jpg;Tomato;Leaf Mold;train;True
plant_35267;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35267.jpg;Tomato;Leaf Mold;train;True
plant_35268;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35268.jpg;Tomato;Leaf Mold;train;True
plant_35269;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35269.jpg;Tomato;Leaf Mold;train;True
plant_35270;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35270.jpg;Tomato;Leaf Mold;train;True
plant_35271;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35271.jpg;Tomato;Leaf Mold;train;True
plant_35272;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35272.jpg;Tomato;Leaf Mold;train;True
plant_35273;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35273.jpg;Tomato;Leaf Mold;train;True
plant_35274;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35274.jpg;Tomato;Leaf Mold;train;True
plant_35275;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35275.jpg;Tomato;Leaf Mold;train;True
plant_35276;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35276.jpg;Tomato;Leaf Mold;train;True
plant_35277;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35277.jpg;Tomato;Leaf Mold;train;True
plant_35278;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35278.jpg;Tomato;Leaf Mold;train;False
plant_35279;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35279.jpg;Tomato;Leaf Mold;train;True
plant_35280;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35280.jpg;Tomato;Leaf Mold;train;True
plant_35281;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35281.jpg;Tomato;Leaf Mold;train;True
plant_35282;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35282.jpg;Tomato;Leaf Mold;train;True
plant_35283;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35283.jpg;Tomato;Leaf Mold;train;False
plant_35284;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35284.jpg;Tomato;Leaf Mold;train;False
plant_35285;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35285.jpg;Tomato;Leaf Mold;train;False
plant_35286;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35286.jpg;Tomato;Leaf Mold;train;True
plant_35287;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35287.jpg;Tomato;Leaf Mold;train;True
plant_35288;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35288.jpg;Tomato;Leaf Mold;train;True
plant_35289;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35289.jpg;Tomato;Leaf Mold;train;True
plant_35290;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35290.jpg;Tomato;Leaf Mold;train;True
plant_35291;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35291.jpg;Tomato;Leaf Mold;train;True
plant_35292;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35292.jpg;Tomato;Leaf Mold;train;True
plant_35293;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35293.jpg;Tomato;Leaf Mold;train;False
plant_35294;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35294.jpg;Tomato;Leaf Mold;train;True
plant_35295;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35295.jpg;Tomato;Leaf Mold;train;True
plant_35296;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35296.jpg;Tomato;Leaf Mold;train;True
plant_35297;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35297.jpg;Tomato;Leaf Mold;train;True
plant_35298;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35298.jpg;Tomato;Leaf Mold;train;True
plant_35299;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35299.jpg;Tomato;Leaf Mold;train;True
plant_35300;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35300.jpg;Tomato;Leaf Mold;train;True
plant_35301;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35301.jpg;Tomato;Leaf Mold;train;False
plant_35302;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35302.jpg;Tomato;Leaf Mold;train;False
plant_35303;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35303.jpg;Tomato;Leaf Mold;train;True
plant_35304;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35304.jpg;Tomato;Leaf Mold;train;True
plant_35305;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35305.jpg;Tomato;Leaf Mold;train;True
plant_35306;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35306.jpg;Tomato;Leaf Mold;train;True
plant_35307;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35307.jpg;Tomato;Leaf Mold;train;True
plant_35308;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35308.jpg;Tomato;Leaf Mold;train;True
plant_35309;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35309.jpg;Tomato;Leaf Mold;train;True
plant_35310;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35310.jpg;Tomato;Leaf Mold;train;True
plant_35311;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35311.jpg;Tomato;Leaf Mold;train;True
plant_35312;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35312.jpg;Tomato;Leaf Mold;train;True
plant_35313;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35313.jpg;Tomato;Leaf Mold;train;True
plant_35314;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35314.jpg;Tomato;Leaf Mold;train;True
plant_35315;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35315.jpg;Tomato;Leaf Mold;train;True
plant_35316;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35316.jpg;Tomato;Leaf Mold;train;True
plant_35317;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35317.jpg;Tomato;Leaf Mold;train;True
plant_35318;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35318.jpg;Tomato;Leaf Mold;train;True
plant_35319;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35319.jpg;Tomato;Leaf Mold;train;False
plant_35320;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35320.jpg;Tomato;Leaf Mold;train;True
plant_35321;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35321.jpg;Tomato;Leaf Mold;train;False
plant_35322;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35322.jpg;Tomato;Leaf Mold;train;True
plant_35323;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35323.jpg;Tomato;Leaf Mold;train;False
plant_35324;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35324.jpg;Tomato;Leaf Mold;train;True
plant_35325;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35325.jpg;Tomato;Leaf Mold;train;True
plant_35326;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35326.jpg;Tomato;Leaf Mold;train;True
plant_35327;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35327.jpg;Tomato;Leaf Mold;train;True
plant_35328;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35328.jpg;Tomato;Leaf Mold;train;True
plant_35329;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35329.jpg;Tomato;Leaf Mold;train;False
plant_35330;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35330.jpg;Tomato;Leaf Mold;train;True
plant_35331;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35331.jpg;Tomato;Leaf Mold;train;True
plant_35332;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35332.jpg;Tomato;Leaf Mold;train;False
plant_35333;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35333.jpg;Tomato;Leaf Mold;train;True
plant_35334;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35334.jpg;Tomato;Leaf Mold;train;True
plant_35335;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35335.jpg;Tomato;Leaf Mold;train;True
plant_35336;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35336.jpg;Tomato;Leaf Mold;train;True
plant_35337;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35337.jpg;Tomato;Leaf Mold;train;True
plant_35338;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35338.jpg;Tomato;Leaf Mold;train;False
plant_35339;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35339.jpg;Tomato;Leaf Mold;train;True
plant_35340;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35340.jpg;Tomato;Leaf Mold;train;True
plant_35341;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35341.jpg;Tomato;Leaf Mold;train;True
plant_35342;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35342.jpg;Tomato;Leaf Mold;train;True
plant_35343;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35343.jpg;Tomato;Leaf Mold;train;True
plant_35344;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35344.jpg;Tomato;Leaf Mold;train;True
plant_35345;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35345.jpg;Tomato;Leaf Mold;train;True
plant_35346;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35346.jpg;Tomato;Leaf Mold;train;False
plant_35347;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35347.jpg;Tomato;Leaf Mold;train;True
plant_35348;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35348.jpg;Tomato;Leaf Mold;train;True
plant_35349;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35349.jpg;Tomato;Leaf Mold;train;True
plant_35350;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35350.jpg;Tomato;Leaf Mold;train;True
plant_35351;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35351.jpg;Tomato;Leaf Mold;train;True
plant_35352;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35352.jpg;Tomato;Leaf Mold;train;True
plant_35353;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35353.jpg;Tomato;Leaf Mold;train;True
plant_35354;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35354.jpg;Tomato;Leaf Mold;train;False
plant_35355;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35355.jpg;Tomato;Leaf Mold;train;True
plant_35356;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35356.jpg;Tomato;Leaf Mold;train;True
plant_35357;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35357.jpg;Tomato;Leaf Mold;train;True
plant_35358;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35358.jpg;Tomato;Leaf Mold;train;True
plant_35359;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35359.jpg;Tomato;Leaf Mold;train;True
plant_35360;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35360.jpg;Tomato;Leaf Mold;train;False
plant_35361;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35361.jpg;Tomato;Leaf Mold;train;True
plant_35362;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35362.jpg;Tomato;Leaf Mold;train;True
plant_35363;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35363.jpg;Tomato;Leaf Mold;train;True
plant_35364;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35364.jpg;Tomato;Leaf Mold;train;True
plant_35365;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35365.jpg;Tomato;Leaf Mold;train;True
plant_35366;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35366.jpg;Tomato;Leaf Mold;train;False
plant_35367;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35367.jpg;Tomato;Leaf Mold;train;False
plant_35368;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35368.jpg;Tomato;Leaf Mold;train;True
plant_35369;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35369.jpg;Tomato;Leaf Mold;train;True
plant_35370;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35370.jpg;Tomato;Leaf Mold;train;True
plant_35371;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35371.jpg;Tomato;Leaf Mold;train;True
plant_35372;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35372.jpg;Tomato;Leaf Mold;train;False
plant_35373;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35373.jpg;Tomato;Leaf Mold;train;False
plant_35374;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35374.jpg;Tomato;Leaf Mold;train;True
plant_35375;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35375.jpg;Tomato;Leaf Mold;train;True
plant_35376;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35376.jpg;Tomato;Leaf Mold;train;False
plant_35377;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35377.jpg;Tomato;Leaf Mold;train;True
plant_35378;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35378.jpg;Tomato;Leaf Mold;train;True
plant_35379;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35379.jpg;Tomato;Leaf Mold;train;True
plant_35380;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35380.jpg;Tomato;Leaf Mold;train;True
plant_35381;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35381.jpg;Tomato;Leaf Mold;train;False
plant_35382;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35382.jpg;Tomato;Leaf Mold;train;True
plant_35383;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35383.jpg;Tomato;Leaf Mold;train;True
plant_35384;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35384.jpg;Tomato;Leaf Mold;train;True
plant_35385;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35385.jpg;Tomato;Leaf Mold;train;True
plant_35386;../data/CDDM_data/Images/Tomato,Leaf Mold/plant_35386.jpg;Tomato;Leaf Mold;train;True
