imgnum;imgpath;code;cause;type;organisme;confirmed;train_test_set;date;hour;artist;day_obs_count;subid
Idf03054;../data/Bousset_data/Images/Tox/Idf03054.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:25:20;nan;5;Produit chimique ou adjuvant
Idf03055;../data/Bousset_data/Images/Tox/Idf03055.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:25:25;nan;5;Produit chimique ou adjuvant
Idf03056;../data/Bousset_data/Images/Tox/Idf03056.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:25:29;nan;5;Produit chimique ou adjuvant
Idf03057;../data/Bousset_data/Images/Tox/Idf03057.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:25:31;nan;5;Produit chimique ou adjuvant
Idf03058;../data/Bousset_data/Images/Tox/Idf03058.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:25:35;nan;5;Produit chimique ou adjuvant
Idf03059;../data/Bousset_data/Images/Tox/Idf03059.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:25:37;nan;5;Produit chimique ou adjuvant
Idf03060;../data/Bousset_data/Images/Tox/Idf03060.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:25:40;nan;5;Produit chimique ou adjuvant
Idf03061;../data/Bousset_data/Images/Tox/Idf03061.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:25:47;nan;5;Produit chimique ou adjuvant
Idf03064;../data/Bousset_data/Images/Tox/Idf03064.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:02;nan;5;Produit chimique ou adjuvant
Idf03065;../data/Bousset_data/Images/Tox/Idf03065.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:05;nan;5;Produit chimique ou adjuvant
Idf03066;../data/Bousset_data/Images/Tox/Idf03066.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:08;nan;5;Produit chimique ou adjuvant
Idf03067;../data/Bousset_data/Images/Tox/Idf03067.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:14;nan;5;Produit chimique ou adjuvant
Idf03068;../data/Bousset_data/Images/Tox/Idf03068.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:16;nan;5;Produit chimique ou adjuvant
Idf03069;../data/Bousset_data/Images/Tox/Idf03069.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:18;nan;5;Produit chimique ou adjuvant
Idf03071;../data/Bousset_data/Images/Tox/Idf03071.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:27;nan;5;Produit chimique ou adjuvant
Idf03072;../data/Bousset_data/Images/Tox/Idf03072.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:31;nan;5;Produit chimique ou adjuvant
Idf03073;../data/Bousset_data/Images/Tox/Idf03073.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:34;nan;5;Produit chimique ou adjuvant
Idf03074;../data/Bousset_data/Images/Tox/Idf03074.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:38;nan;5;Produit chimique ou adjuvant
Idf03075;../data/Bousset_data/Images/Tox/Idf03075.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:41;nan;5;Produit chimique ou adjuvant
Idf03076;../data/Bousset_data/Images/Tox/Idf03076.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:51;nan;5;Produit chimique ou adjuvant
Idf03077;../data/Bousset_data/Images/Tox/Idf03077.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:54;nan;5;Produit chimique ou adjuvant
Idf03078;../data/Bousset_data/Images/Tox/Idf03078.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:26:57;nan;5;Produit chimique ou adjuvant
Idf03079;../data/Bousset_data/Images/Tox/Idf03079.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:01;nan;5;Produit chimique ou adjuvant
Idf03080;../data/Bousset_data/Images/Tox/Idf03080.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:04;nan;5;Produit chimique ou adjuvant
Idf03084;../data/Bousset_data/Images/Tox/Idf03084.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:18;nan;5;Produit chimique ou adjuvant
Idf03085;../data/Bousset_data/Images/Tox/Idf03085.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:21;nan;5;Produit chimique ou adjuvant
Idf03086;../data/Bousset_data/Images/Tox/Idf03086.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:24;nan;5;Produit chimique ou adjuvant
Idf03087;../data/Bousset_data/Images/Tox/Idf03087.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:26;nan;5;Produit chimique ou adjuvant
Idf03088;../data/Bousset_data/Images/Tox/Idf03088.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:29;nan;5;Produit chimique ou adjuvant
Idf03089;../data/Bousset_data/Images/Tox/Idf03089.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:33;nan;5;Produit chimique ou adjuvant
Idf03090;../data/Bousset_data/Images/Tox/Idf03090.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:36;nan;5;Produit chimique ou adjuvant
Idf03091;../data/Bousset_data/Images/Tox/Idf03091.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:38;nan;5;Produit chimique ou adjuvant
Idf03092;../data/Bousset_data/Images/Tox/Idf03092.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:43;nan;5;Produit chimique ou adjuvant
Idf03093;../data/Bousset_data/Images/Tox/Idf03093.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:47;nan;5;Produit chimique ou adjuvant
Idf03094;../data/Bousset_data/Images/Tox/Idf03094.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:49;nan;5;Produit chimique ou adjuvant
Idf03095;../data/Bousset_data/Images/Tox/Idf03095.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:52;nan;5;Produit chimique ou adjuvant
Idf03096;../data/Bousset_data/Images/Tox/Idf03096.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:27:55;nan;5;Produit chimique ou adjuvant
Idf03097;../data/Bousset_data/Images/Tox/Idf03097.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:06;nan;5;Produit chimique ou adjuvant
Idf03098;../data/Bousset_data/Images/Tox/Idf03098.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:11;nan;5;Produit chimique ou adjuvant
Idf03099;../data/Bousset_data/Images/Tox/Idf03099.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:21;nan;5;Produit chimique ou adjuvant
Idf03100;../data/Bousset_data/Images/Tox/Idf03100.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:30;nan;5;Produit chimique ou adjuvant
Idf03101;../data/Bousset_data/Images/Tox/Idf03101.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:33;nan;5;Produit chimique ou adjuvant
Idf03102;../data/Bousset_data/Images/Tox/Idf03102.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:36;nan;5;Produit chimique ou adjuvant
Idf03104;../data/Bousset_data/Images/Tox/Idf03104.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:42;nan;5;Produit chimique ou adjuvant
Idf03105;../data/Bousset_data/Images/Tox/Idf03105.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:45;nan;5;Produit chimique ou adjuvant
Idf03106;../data/Bousset_data/Images/Tox/Idf03106.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:50;nan;5;Produit chimique ou adjuvant
Idf03107;../data/Bousset_data/Images/Tox/Idf03107.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:52;nan;5;Produit chimique ou adjuvant
Idf03108;../data/Bousset_data/Images/Tox/Idf03108.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:28:57;nan;5;Produit chimique ou adjuvant
Idf03109;../data/Bousset_data/Images/Tox/Idf03109.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:00;nan;5;Produit chimique ou adjuvant
Idf03110;../data/Bousset_data/Images/Tox/Idf03110.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:02;nan;5;Produit chimique ou adjuvant
Idf03111;../data/Bousset_data/Images/Tox/Idf03111.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:04;nan;5;Produit chimique ou adjuvant
Idf03112;../data/Bousset_data/Images/Tox/Idf03112.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:07;nan;5;Produit chimique ou adjuvant
Idf03113;../data/Bousset_data/Images/Tox/Idf03113.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:10;nan;5;Produit chimique ou adjuvant
Idf03114;../data/Bousset_data/Images/Tox/Idf03114.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:13;nan;5;Produit chimique ou adjuvant
Idf03115;../data/Bousset_data/Images/Tox/Idf03115.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:15;nan;5;Produit chimique ou adjuvant
Idf03116;../data/Bousset_data/Images/Tox/Idf03116.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:16;nan;5;Produit chimique ou adjuvant
Idf03117;../data/Bousset_data/Images/Tox/Idf03117.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:20;nan;5;Produit chimique ou adjuvant
Idf03118;../data/Bousset_data/Images/Tox/Idf03118.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:22;nan;5;Produit chimique ou adjuvant
Idf03119;../data/Bousset_data/Images/Tox/Idf03119.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:26;nan;5;Produit chimique ou adjuvant
Idf03120;../data/Bousset_data/Images/Tox/Idf03120.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:29;nan;5;Produit chimique ou adjuvant
Idf03121;../data/Bousset_data/Images/Tox/Idf03121.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:32;nan;5;Produit chimique ou adjuvant
Idf03122;../data/Bousset_data/Images/Tox/Idf03122.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:40;nan;5;Produit chimique ou adjuvant
Idf03123;../data/Bousset_data/Images/Tox/Idf03123.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:42;nan;5;Produit chimique ou adjuvant
Idf03124;../data/Bousset_data/Images/Tox/Idf03124.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:44;nan;5;Produit chimique ou adjuvant
Idf03125;../data/Bousset_data/Images/Tox/Idf03125.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:46;nan;5;Produit chimique ou adjuvant
Idf03126;../data/Bousset_data/Images/Tox/Idf03126.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:49;nan;5;Produit chimique ou adjuvant
Idf03127;../data/Bousset_data/Images/Tox/Idf03127.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:52;nan;5;Produit chimique ou adjuvant
Idf03128;../data/Bousset_data/Images/Tox/Idf03128.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:55;nan;5;Produit chimique ou adjuvant
Idf03129;../data/Bousset_data/Images/Tox/Idf03129.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:29:57;nan;5;Produit chimique ou adjuvant
Idf03130;../data/Bousset_data/Images/Tox/Idf03130.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:00;nan;5;Produit chimique ou adjuvant
Idf03131;../data/Bousset_data/Images/Tox/Idf03131.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:03;nan;5;Produit chimique ou adjuvant
Idf03132;../data/Bousset_data/Images/Tox/Idf03132.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:09;nan;5;Produit chimique ou adjuvant
Idf03134;../data/Bousset_data/Images/Tox/Idf03134.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:19;nan;5;Produit chimique ou adjuvant
Idf03135;../data/Bousset_data/Images/Tox/Idf03135.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:21;nan;5;Produit chimique ou adjuvant
Idf03136;../data/Bousset_data/Images/Tox/Idf03136.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:23;nan;5;Produit chimique ou adjuvant
Idf03137;../data/Bousset_data/Images/Tox/Idf03137.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:26;nan;5;Produit chimique ou adjuvant
Idf03138;../data/Bousset_data/Images/Tox/Idf03138.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:29;nan;5;Produit chimique ou adjuvant
Idf03139;../data/Bousset_data/Images/Tox/Idf03139.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:33;nan;5;Produit chimique ou adjuvant
Idf03140;../data/Bousset_data/Images/Tox/Idf03140.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:36;nan;5;Produit chimique ou adjuvant
Idf03141;../data/Bousset_data/Images/Tox/Idf03141.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:45;nan;5;Produit chimique ou adjuvant
Idf03142;../data/Bousset_data/Images/Tox/Idf03142.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:48;nan;5;Produit chimique ou adjuvant
Idf03143;../data/Bousset_data/Images/Tox/Idf03143.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:50;nan;5;Produit chimique ou adjuvant
Idf03144;../data/Bousset_data/Images/Tox/Idf03144.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:52;nan;5;Produit chimique ou adjuvant
Idf03145;../data/Bousset_data/Images/Tox/Idf03145.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:55;nan;5;Produit chimique ou adjuvant
Idf03146;../data/Bousset_data/Images/Tox/Idf03146.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:30:57;nan;5;Produit chimique ou adjuvant
Idf03147;../data/Bousset_data/Images/Tox/Idf03147.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:31:10;nan;5;Produit chimique ou adjuvant
Idf03149;../data/Bousset_data/Images/Tox/Idf03149.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:31:14;nan;5;Produit chimique ou adjuvant
Idf03150;../data/Bousset_data/Images/Tox/Idf03150.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:31:21;nan;5;Produit chimique ou adjuvant
Idf03151;../data/Bousset_data/Images/Tox/Idf03151.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:31:25;nan;5;Produit chimique ou adjuvant
Idf03152;../data/Bousset_data/Images/Tox/Idf03152.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:03:21;16:31:30;nan;5;Produit chimique ou adjuvant
Idf03367;../data/Bousset_data/Images/Tox/Idf03367.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:49:19;nan;5;Produit chimique ou adjuvant
Idf03368;../data/Bousset_data/Images/Tox/Idf03368.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:49:24;nan;5;Produit chimique ou adjuvant
Idf03369;../data/Bousset_data/Images/Tox/Idf03369.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:49:39;nan;5;Produit chimique ou adjuvant
Idf03370;../data/Bousset_data/Images/Tox/Idf03370.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:49:45;nan;5;Produit chimique ou adjuvant
Idf03371;../data/Bousset_data/Images/Tox/Idf03371.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:49:50;nan;5;Produit chimique ou adjuvant
Idf03372;../data/Bousset_data/Images/Tox/Idf03372.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:49:58;nan;5;Produit chimique ou adjuvant
Idf03373;../data/Bousset_data/Images/Tox/Idf03373.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:04;nan;5;Produit chimique ou adjuvant
Idf03374;../data/Bousset_data/Images/Tox/Idf03374.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:07;nan;5;Produit chimique ou adjuvant
Idf03375;../data/Bousset_data/Images/Tox/Idf03375.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:12;nan;5;Produit chimique ou adjuvant
Idf03376;../data/Bousset_data/Images/Tox/Idf03376.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:17;nan;5;Produit chimique ou adjuvant
Idf03377;../data/Bousset_data/Images/Tox/Idf03377.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:19;nan;5;Produit chimique ou adjuvant
Idf03378;../data/Bousset_data/Images/Tox/Idf03378.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:22;nan;5;Produit chimique ou adjuvant
Idf03379;../data/Bousset_data/Images/Tox/Idf03379.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:28;nan;5;Produit chimique ou adjuvant
Idf03380;../data/Bousset_data/Images/Tox/Idf03380.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:32;nan;5;Produit chimique ou adjuvant
Idf03381;../data/Bousset_data/Images/Tox/Idf03381.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:45;nan;5;Produit chimique ou adjuvant
Idf03382;../data/Bousset_data/Images/Tox/Idf03382.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:54;nan;5;Produit chimique ou adjuvant
Idf03383;../data/Bousset_data/Images/Tox/Idf03383.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:50:59;nan;5;Produit chimique ou adjuvant
Idf03384;../data/Bousset_data/Images/Tox/Idf03384.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:51:06;nan;5;Produit chimique ou adjuvant
Idf03385;../data/Bousset_data/Images/Tox/Idf03385.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:51:17;nan;5;Produit chimique ou adjuvant
Idf03386;../data/Bousset_data/Images/Tox/Idf03386.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:51:20;nan;5;Produit chimique ou adjuvant
Idf03387;../data/Bousset_data/Images/Tox/Idf03387.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:51:24;nan;5;Produit chimique ou adjuvant
Idf03388;../data/Bousset_data/Images/Tox/Idf03388.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:51:27;nan;5;Produit chimique ou adjuvant
Idf03389;../data/Bousset_data/Images/Tox/Idf03389.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:51:32;nan;5;Produit chimique ou adjuvant
Idf03390;../data/Bousset_data/Images/Tox/Idf03390.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:51:35;nan;5;Produit chimique ou adjuvant
Idf03391;../data/Bousset_data/Images/Tox/Idf03391.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:00;nan;5;Produit chimique ou adjuvant
Idf03392;../data/Bousset_data/Images/Tox/Idf03392.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:10;nan;5;Produit chimique ou adjuvant
Idf03393;../data/Bousset_data/Images/Tox/Idf03393.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:27;nan;5;Produit chimique ou adjuvant
Idf03394;../data/Bousset_data/Images/Tox/Idf03394.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:32;nan;5;Produit chimique ou adjuvant
Idf03395;../data/Bousset_data/Images/Tox/Idf03395.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:36;nan;5;Produit chimique ou adjuvant
Idf03396;../data/Bousset_data/Images/Tox/Idf03396.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:42;nan;5;Produit chimique ou adjuvant
Idf03397;../data/Bousset_data/Images/Tox/Idf03397.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:45;nan;5;Produit chimique ou adjuvant
Idf03398;../data/Bousset_data/Images/Tox/Idf03398.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:50;nan;5;Produit chimique ou adjuvant
Idf03399;../data/Bousset_data/Images/Tox/Idf03399.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:52:57;nan;5;Produit chimique ou adjuvant
Idf03400;../data/Bousset_data/Images/Tox/Idf03400.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:53:15;nan;5;Produit chimique ou adjuvant
Idf03401;../data/Bousset_data/Images/Tox/Idf03401.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:53:22;nan;5;Produit chimique ou adjuvant
Idf03402;../data/Bousset_data/Images/Tox/Idf03402.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:53:38;nan;5;Produit chimique ou adjuvant
Idf03403;../data/Bousset_data/Images/Tox/Idf03403.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:53:43;nan;5;Produit chimique ou adjuvant
Idf03405;../data/Bousset_data/Images/Tox/Idf03405.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:54:25;nan;5;Produit chimique ou adjuvant
Idf03406;../data/Bousset_data/Images/Tox/Idf03406.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:54:34;nan;5;Produit chimique ou adjuvant
Idf03407;../data/Bousset_data/Images/Tox/Idf03407.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:54:38;nan;5;Produit chimique ou adjuvant
Idf03408;../data/Bousset_data/Images/Tox/Idf03408.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:54:57;nan;5;Produit chimique ou adjuvant
Idf03409;../data/Bousset_data/Images/Tox/Idf03409.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:55:05;nan;5;Produit chimique ou adjuvant
Idf03410;../data/Bousset_data/Images/Tox/Idf03410.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:55:08;nan;5;Produit chimique ou adjuvant
Idf03411;../data/Bousset_data/Images/Tox/Idf03411.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:55:16;nan;5;Produit chimique ou adjuvant
Idf03412;../data/Bousset_data/Images/Tox/Idf03412.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:55:38;nan;5;Produit chimique ou adjuvant
Idf03413;../data/Bousset_data/Images/Tox/Idf03413.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:55:43;nan;5;Produit chimique ou adjuvant
Idf03414;../data/Bousset_data/Images/Tox/Idf03414.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:55:50;nan;5;Produit chimique ou adjuvant
Idf03415;../data/Bousset_data/Images/Tox/Idf03415.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:55:54;nan;5;Produit chimique ou adjuvant
Idf03416;../data/Bousset_data/Images/Tox/Idf03416.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:55:59;nan;5;Produit chimique ou adjuvant
Idf03417;../data/Bousset_data/Images/Tox/Idf03417.jpg;Tox;Toxicité;Toxicité;Produit chimique ou adjuvant;1;train;2023:04:03;11:56:12;nan;5;Produit chimique ou adjuvant
